Course_number_group,Term,Course_number,subject,score,course_units
2531180_06,3991,2531180,مهندسي مكانيك,----,3            
2531180_06,3991,2531180,مهندسي مكانيك,9.75,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,18.7,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي نفت,18.7,3            
2531180_07,3991,2531180,مهندسي نفت,19.4,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,19.3,3            
2531180_07,3991,2531180,مهندسي نفت,18.5,3            
2531180_07,3991,2531180,مهندسي نفت,15.1,3            
2531180_07,3991,2531180,مهندسي ساخت و توليد,17.2,3            
2531180_07,3991,2531180,مهندسي نفت,18.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,12.1,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي نفت,17.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.9,3            
2531180_07,3991,2531180,مديريت كسب و كارهاي كوچك,16.8,3            
2531180_07,3991,2531180,مهندسي مكانيك,9.5,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,شيمي كاربردي,10,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.1,3            
2531180_07,3991,2531180,مهندسي نفت,19.1,3            
2531180_07,3991,2531180,مهندسي مكانيك,11.7,3            
2531180_07,3991,2531180,مهندسي نفت,11.7,3            
2531180_07,3991,2531180,مهندسي نفت,14.2,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.4,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,18.9,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,12,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.3,3            
2531180_07,3991,2531180,مهندسي نفت,19.3,3            
2531180_07,3991,2531180,مهندسي نفت,17,3            
2531180_07,3991,2531180,مهندسي مكانيك,15,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.1,3            
2531180_07,3991,2531180,مهندسي مكانيك,11,3            
2531180_07,3991,2531180,مهندسي مكانيك,15.2,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.9,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.4,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,----,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,18,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.1,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.7,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,9.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,15.5,3            
2531180_07,3991,2531180,مهندسي نفت,19,3            
2531180_07,3991,2531180,مهندسي مكانيك,14.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,15.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,14.9,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.4,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.9,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.2,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,9.5,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.5,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,18,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.7,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.6,3            
2531180_07,3991,2531180,مهندسي نفت,14.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,18.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.4,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,15.3,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.2,3            
2531180_07,3991,2531180,مهندسي نفت,19.4,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,18.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.1,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.6,3            
2531180_07,3991,2531180,مهندسي مكانيك,12.3,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.5,3            
2531180_07,3991,2531180,مهندسي مكانيك,16.1,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.3,3            
2531180_07,3991,2531180,مهندسي نفت,19.5,3            
2531180_07,3991,2531180,مهندسي نفت,18.9,3            
2531180_07,3991,2531180,مهندسي نفت,17.8,3            
2531180_07,3991,2531180,مهندسي نفت,18.9,3            
2531180_07,3991,2531180,مهندسي مكانيك,19.4,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي مكانيك,17.5,3            
2531180_07,3991,2531180,مهندسي نفت,11.3,3            
2531180_07,3991,2531180,مهندسي نفت,19.4,3            
2531180_07,3991,2531180,مهندسي نفت,----,3            
2531180_07,3991,2531180,مهندسي نفت,19.2,3            
2531180_08,3991,2531180,مهندسي عمران,10.75,3            
2531180_08,3991,2531180,مهندسي عمران,16,3            
2531180_08,3991,2531180,مهندسي عمران,----,3            
2531180_08,3991,2531180,مهندسي نفت,19.25,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,16,3            
2531180_08,3991,2531180,مهندسي مواد و متالورژي,----,3            
2531180_08,3991,2531180,مهندسي نفت,12.5,3            
2531180_08,3991,2531180,مهندسي عمران,----,3            
2531180_08,3991,2531180,مهندسي عمران,10.75,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي مواد و متالورژي,----,3            
2531180_08,3991,2531180,مهندسي برق,14.25,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي مواد و متالورژي,10.75,3            
2531180_08,3991,2531180,مهندسي عمران,14.5,3            
2531180_08,3991,2531180,مهندسي عمران,12,3            
2531180_08,3991,2531180,مهندسي نفت,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,15.25,3            
2531180_08,3991,2531180,مهندسي كامپيوتر,11.25,3            
2531180_08,3991,2531180,مهندسي شيمي,----,3            
2531180_08,3991,2531180,مهندسي عمران,16,3            
2531180_08,3991,2531180,مهندسي عمران,10.5,3            
2531180_08,3991,2531180,مهندسي عمران,13.5,3            
2531180_08,3991,2531180,مهندسي عمران,11.25,3            
2531180_08,3991,2531180,مهندسي كامپيوتر,----,3            
2531180_08,3991,2531180,مهندسي عمران,14.5,3            
2531180_08,3991,2531180,مهندسي عمران,11.75,3            
2531180_08,3991,2531180,مهندسي عمران,12.5,3            
2531180_08,3991,2531180,مهندسي مواد و متالورژي,12.25,3            
2531180_08,3991,2531180,مهندسي شيمي,----,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,----,3            
2531180_08,3991,2531180,مهندسي عمران,14,3            
2531180_08,3991,2531180,مهندسي عمران,15.75,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي ساخت و توليد,11,3            
2531180_08,3991,2531180,مهندسي عمران,10.25,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,17,3            
2531180_08,3991,2531180,مهندسي عمران,19.25,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,----,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,14.5,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,9.5,3            
2531180_08,3991,2531180,مهندسي عمران,10.5,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,11.5,3            
2531180_08,3991,2531180,مهندسي عمران,13.75,3            
2531180_08,3991,2531180,مهندسي عمران,17.75,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي مواد و متالورژي,10.5,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي نفت,14,3            
2531180_08,3991,2531180,مهندسي مكانيك,20,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,14.25,3            
2531180_08,3991,2531180,مهندسي عمران,9.5,3            
2531180_08,3991,2531180,مهندسي عمران,17.5,3            
2531180_08,3991,2531180,مهندسي عمران,15.25,3            
2531180_08,3991,2531180,مهندسي عمران,15.75,3            
2531180_08,3991,2531180,مهندسي عمران,12,3            
2531180_08,3991,2531180,مهندسي مواد و متالورژي,----,3            
2531180_08,3991,2531180,مهندسي عمران,14,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_08,3991,2531180,مهندسي عمران,20,3            
2531180_08,3991,2531180,مهندسي عمران,9.5,3            
2531180_08,3991,2531180,مهندسي عمران,15,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي مكانيك,9.75,3            
2531180_08,3991,2531180,مهندسي برق,11,3            
2531180_08,3991,2531180,مهندسي عمران,18.75,3            
2531180_08,3991,2531180,مهندسي عمران,14.75,3            
2531180_08,3991,2531180,مهندسي عمران,10,3            
2531180_08,3991,2531180,مهندسي عمران,11.5,3            
2531180_08,3991,2531180,مهندسي شيمي,----,3            
2531180_08,3991,2531180,مهندسي عمران,18.75,3            
2531180_08,3991,2531180,مهندسي عمران,9.5,3            
2531180_08,3991,2531180,مهندسي عمران,9.75,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,16.6,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,12.1,3            
2531180_01,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,13.3,3            
2531180_01,3981,2531180,مهندسي نفت,10.6,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي برق,----,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,10,3            
2531180_01,3981,2531180,مهندسي برق,10,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,19.5,3            
2531180_01,3981,2531180,مهندسي برق,17,3            
2531180_01,3981,2531180,مهندسي مكانيك,----,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي برق,16.1,3            
2531180_01,3981,2531180,مهندسي نفت,20,3            
2531180_01,3981,2531180,مهندسي مواد-متالورژي استخراجي,10,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,----,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي برق,10,3            
2531180_01,3981,2531180,مهندسي مكانيك,----,3            
2531180_01,3981,2531180,مهندسي نفت,10,3            
2531180_01,3981,2531180,مهندسي نفت,10.9,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي مواد-متالورژي استخراجي,----,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,20,3            
2531180_01,3981,2531180,مهندسي برق,17,3            
2531180_01,3981,2531180,مهندسي برق,16.2,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,10,3            
2531180_01,3981,2531180,مهندسي برق,10.8,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي كامپيوتر,----,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي برق,11.5,3            
2531180_01,3981,2531180,مهندسي نفت,14.9,3            
2531180_01,3981,2531180,مهندسي برق,17.4,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,18.8,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,10.1,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,14.1,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي برق,19.3,3            
2531180_01,3981,2531180,مهندسي برق,14.6,3            
2531180_01,3981,2531180,مهندسي برق,11.4,3            
2531180_01,3981,2531180,مهندسي نفت,12.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,----,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي برق,16.3,3            
2531180_01,3981,2531180,مهندسي برق,14.8,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي مواد-متالورژي استخراجي,16.8,3            
2531180_01,3981,2531180,مهندسي برق,11.4,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,9.5,3            
2531180_01,3981,2531180,مهندسي برق,10,3            
2531180_01,3981,2531180,مهندسي مواد و متالورژي,----,3            
2531180_01,3981,2531180,مهندسي برق,17.1,3            
2531180_01,3981,2531180,مهندسي عمران,18.9,3            
2531180_01,3981,2531180,مهندسي برق,9.5,3            
2531180_01,3981,2531180,مهندسي نفت,9.5,3            
2531180_01,3981,2531180,مهندسي برق,12.1,3            
2531180_01,3981,2531180,مهندسي مكانيك,10,3            
2531180_01,3981,2531180,مهندسي نفت,10,3            
2531180_01,3981,2531180,مهندسي نفت,11.6,3            
2531180_02,3981,2531180,مهندسي مكانيك,9.9,3            
2531180_02,3981,2531180,مهندسي عمران,----,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_02,3981,2531180,مهندسي صنايع,11.5,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_02,3981,2531180,مهندسي شيمي,9.9,3            
2531180_02,3981,2531180,مهندسي برق,10.25,3            
2531180_02,3981,2531180,مهندسي شيمي,9.9,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي صنايع,10,3            
2531180_02,3981,2531180,مهندسي شيمي,11,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,----,3            
2531180_02,3981,2531180,مهندسي مكانيك,10,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_02,3981,2531180,مهندسي شيمي,----,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي برق,9.9,3            
2531180_02,3981,2531180,مهندسي ساخت و توليد,----,3            
2531180_02,3981,2531180,مهندسي شيمي,9.9,3            
2531180_02,3981,2531180,مهندسي شيمي,----,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,----,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,12,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,15.25,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي شيمي,----,3            
2531180_02,3981,2531180,مهندسي مكانيك,9.9,3            
2531180_02,3981,2531180,مهندسي مكانيك,12,3            
2531180_02,3981,2531180,مهندسي ساخت و توليد,10,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_02,3981,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,9.9,3            
2531180_02,3981,2531180,مهندسي شيمي,9.9,3            
2531180_02,3981,2531180,مهندسي برق,9.9,3            
2531180_02,3981,2531180,مهندسي مكانيك,9.9,3            
2531180_02,3981,2531180,مهندسي شيمي,9.9,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي ساخت و توليد,----,3            
2531180_02,3981,2531180,مهندسي عمران,----,3            
2531180_02,3981,2531180,مهندسي مكانيك,9.9,3            
2531180_02,3981,2531180,مهندسي برق,----,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,9.9,3            
2531180_02,3981,2531180,مهندسي مكانيك,9.9,3            
2531180_02,3981,2531180,مهندسي عمران,13.5,3            
2531180_02,3981,2531180,مهندسي ساخت و توليد,----,3            
2531180_02,3981,2531180,مهندسي ساخت و توليد,9.9,3            
2531180_02,3981,2531180,مهندسي مكانيك,----,3            
2531180_02,3981,2531180,مهندسي صنايع,9.9,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,9.9,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,9.9,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,17,3            
2531180_02,3981,2531180,مهندسي كامپيوتر,9.9,3            
2531180_02,3981,2531180,مهندسي برق,----,3            
2531180_02,3981,2531180,مهندسي مكانيك,9.9,3            
2531180_02,3981,2531180,مهندسي شيمي,11,3            
2531180_02,3981,2531180,مهندسي برق,9.9,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,----,3            
2531180_02,3981,2531180,مهندسي برق,9.9,3            
2531180_02,3981,2531180,مهندسي مواد و متالورژي,9.9,3            
2531180_02,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,16,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,17.5,3            
2531180_03,3981,2531180,مهندسي برق,10.5,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,11.75,3            
2531180_03,3981,2531180,مهندسي برق,17.5,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,----,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي عمران,10.25,3            
2531180_03,3981,2531180,مهندسي برق,17.5,3            
2531180_03,3981,2531180,مهندسي برق,13.5,3            
2531180_03,3981,2531180,مهندسي برق,11.5,3            
2531180_03,3981,2531180,مهندسي برق,15.5,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,19.75,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,11.5,3            
2531180_03,3981,2531180,مهندسي برق,17.5,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,18.5,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,17,3            
2531180_03,3981,2531180,مهندسي برق,10.5,3            
2531180_03,3981,2531180,مهندسي صنايع,12,3            
2531180_03,3981,2531180,مهندسي برق,13.25,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,10,3            
2531180_03,3981,2531180,مهندسي برق,14,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,9.9,3            
2531180_03,3981,2531180,مهندسي برق,16.75,3            
2531180_04,3981,2531180,مهندسي مكانيك-ساخت و توليد,----,3            
2531180_04,3981,2531180,مهندسي برق,13,3            
2531180_04,3981,2531180,مهندسي برق,9.5,3            
2531180_04,3981,2531180,مهندسي شيمي,9.5,3            
2531180_04,3981,2531180,مهندسي برق,9.5,3            
2531180_04,3981,2531180,مهندسي ساخت و توليد,12.5,3            
2531180_04,3981,2531180,مهندسي برق,----,3            
2531180_04,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_04,3981,2531180,مهندسي برق,9.5,3            
2531180_04,3981,2531180,مهندسي مكانيك,9.5,3            
2531180_04,3981,2531180,مهندسي مكانيك,9.5,3            
2531180_04,3981,2531180,مهندسي برق,10,3            
2531180_04,3981,2531180,مهندسي شيمي,9.5,3            
2531180_04,3981,2531180,مهندسي صنايع,13.5,3            
2531180_04,3981,2531180,مهندسي كامپيوتر,12.5,3            
2531180_04,3981,2531180,مهندسي برق,----,3            
2531180_04,3981,2531180,مهندسي برق,9,3            
2531180_04,3981,2531180,مهندسي برق,9.5,3            
2531180_04,3981,2531180,مهندسي شيمي,----,3            
2531180_04,3981,2531180,مهندسي عمران,----,3            
2531180_04,3981,2531180,مهندسي برق,----,3            
2531180_04,3981,2531180,مهندسي برق,12.5,3            
2531180_04,3981,2531180,مهندسي مكانيك,----,3            
2531180_04,3981,2531180,مهندسي مواد و متالورژي,9.5,3            
2531180_04,3981,2531180,مهندسي برق,9.5,3            
2531180_04,3981,2531180,مهندسي برق,9,3            
2531180_04,3981,2531180,مهندسي برق,14.5,3            
2531180_04,3981,2531180,مهندسي شيمي,10,3            
2531180_04,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_04,3981,2531180,مهندسي برق,16,3            
2531180_04,3981,2531180,مهندسي شيمي,17,3            
2531180_04,3981,2531180,مهندسي برق,18.5,3            
2531180_04,3981,2531180,مهندسي برق,16.5,3            
2531180_05,3981,2531180,مهندسي برق,20,3            
2531180_05,3981,2531180,مهندسي برق,----,3            
2531180_05,3981,2531180,مهندسي برق,19,3            
2531180_05,3981,2531180,مهندسي برق,----,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,15.5,3            
2531180_05,3981,2531180,مهندسي برق,12.25,3            
2531180_05,3981,2531180,مهندسي برق,----,3            
2531180_05,3981,2531180,مهندسي كامپيوتر - نرم افزار,----,3            
2531180_05,3981,2531180,مهندسي برق,10.75,3            
2531180_05,3981,2531180,مهندسي برق,10.25,3            
2531180_05,3981,2531180,مهندسي كامپيوتر,----,3            
2531180_05,3981,2531180,مهندسي برق,18.25,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,17.25,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,13.25,3            
2531180_05,3981,2531180,مهندسي برق,----,3            
2531180_05,3981,2531180,مهندسي برق,16.25,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,15.25,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,10,3            
2531180_05,3981,2531180,مهندسي برق,11.25,3            
2531180_05,3981,2531180,مهندسي برق,16.5,3            
2531180_05,3981,2531180,مهندسي برق,10,3            
2531180_05,3981,2531180,مهندسي برق,10,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,9.5,3            
2531180_05,3981,2531180,مهندسي برق,----,3            
2531180_05,3981,2531180,مهندسي برق,11.25,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,13.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,17,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,14.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,15,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,14.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,10,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,11,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,14.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,13.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,12,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,14.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,13.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,15,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,11,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,11,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,9.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,12,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,10,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,14.5,3            
2531180_06,3981,2531180,مهندسي كامپيوتر,10,3            
