Course_number_group,Term,Course_number,subject,score,course_units,Teacher
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,13,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر-سخت افزار,----,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي برق,9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي برق,----,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,----,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,18.25,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,14.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,10.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي برق,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي برق,----,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,----,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,16.25,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,16.75,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,10,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,10.75,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,9.9,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,13.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,14.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,11.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر-سخت افزار,7,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,12.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,8,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,14.75,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي كامپيوتر,17.5,3            ,مومن فرشته
2531180_14,3971,2531180,مهندسي برق,7,3            ,مومن فرشته
2531180_15,3971,2531180,مهندسي كامپيوتر,9.75,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر-سخت افزار,----,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,10.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,10,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,16.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,12.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,7.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,12.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,11.75,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي برق,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي برق,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر - معماري سيستم هاي كامپيوتري,----,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.75,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.75,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,11.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,12.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,15.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.75,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي برق,----,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,----,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي برق,----,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,17,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,16.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,----,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,7,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,10,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,7,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,7,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,7.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,13.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,12.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8.25,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,8,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي برق,8.5,3            ,فرزانه الهام
2531180_15,3971,2531180,مهندسي كامپيوتر,9,3            ,فرزانه الهام
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,10,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,14.8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,16.2,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,9,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,9,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,10,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,13.1,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,10.6,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,12.5,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,9,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_16,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_17,3971,2531180,مهندسي برق,12.5,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,9,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,12,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,11.5,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,16.5,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,15.5,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,16.5,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,9.9,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,----,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_17,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_18,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,10.85,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,10.8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,10,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,13.45,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,8,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,14.45,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,10,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_18,3971,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_19,3971,2531180,مهندسي برق,9,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي فناوري اطلاعات,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي كامپيوتر,----,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,----,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,11,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,11.5,3            ,منصوري نازنين
2531180_19,3971,2531180,گردشگري,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,9,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,12.5,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,11,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي كامپيوتر-سخت افزار,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,8,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,15,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق - الكترونيك,15.5,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,----,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي فناوري اطلاعات,9,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,----,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,11.5,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,10.5,3            ,منصوري نازنين
2531180_19,3971,2531180,مهندسي برق,7,3            ,منصوري نازنين
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,17.5,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق - مخابرات,----,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7.25,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,14.25,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,14.75,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,13.75,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,11,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,12.25,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,10.5,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,14.75,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,12.5,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,18.75,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,10.25,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,13.75,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,7,3            ,صافي محمدرضا
2531180_01,3961,2531180,مهندسي برق,13.25,3            ,صافي محمدرضا
2531180_02,3961,2531180,مهندسي برق,8.2,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,16.3,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,12.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,10.1,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,11.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,8.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,14.2,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,8.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,16.6,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,7,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,10.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,11.7,3            ,اكرمي سنزيق سيدابراهيم
2531180_02,3961,2531180,مهندسي برق,9.75,3            ,اكرمي سنزيق سيدابراهيم
